ngram,random_color
je 0x26f2,"rgb(144,231,87)"
je 0x271b,"rgb(146,92,127)"
[esi] 0x414474,"rgb(85,60,208)"
0x10] ecx,"rgb(148,19,120)"
[ecx] 0,"rgb(167,213,51)"
je 0x2892,"rgb(221,127,119)"
je 0x28bb,"rgb(66,59,67)"
je 0x28f5,"rgb(2,130,233)"
je 0x291e,"rgb(248,170,207)"
je 0x292f,"rgb(52,165,126)"
push 0x1c,"rgb(18,197,130)"
call 0x4410,"rgb(250,126,84)"
push 0x40,"rgb(247,67,239)"
push 0x412095,"rgb(4,159,214)"
+ 0x18],"rgb(133,147,182)"
esi [ecx,"rgb(42,68,184)"
jne 0x2a48,"rgb(110,162,208)"
[eax] eax,"rgb(49,61,29)"
0xc] 0x101,"rgb(21,2,207)"
je 0x2a1e,"rgb(202,94,241)"
0x20] edi,"rgb(29,229,183)"
0x1c] edi,"rgb(171,200,134)"
[edi] eax,"rgb(209,51,249)"
call 0x4390,"rgb(168,46,12)"
4] 8,"rgb(9,114,31)"
jmp 0x2a2a,"rgb(193,250,161)"
call 0x3f90,"rgb(123,217,147)"
push 0x4120de,"rgb(248,198,182)"
0x18] edi,"rgb(185,248,55)"
[edi] xmm0,"rgb(233,71,50)"
0x10] xmm0,"rgb(102,84,248)"
call 0xfc1f,"rgb(197,143,151)"
+ eax*4],"rgb(253,112,53)"
eax [eax,"rgb(87,90,67)"
+ ecx*4],"rgb(218,200,155)"
inc eax,"rgb(160,173,91)"
call 0xfe05,"rgb(230,218,136)"
jbe 0x2b35,"rgb(189,215,161)"
je 0x2b26,"rgb(115,194,227)"
call 0x33f0,"rgb(152,92,92)"
jmp 0x2b2c,"rgb(215,251,84)"
push 0x3f,"rgb(199,239,155)"
call 0xf531,"rgb(45,231,202)"
je 0x2bec,"rgb(9,110,153)"
je 0x2b51,"rgb(199,186,44)"
push 0x26,"rgb(5,238,25)"
je 0x2b68,"rgb(205,25,90)"
jmp 0x2b70,"rgb(170,184,5)"
push 0x3d,"rgb(203,61,91)"
je 0x2b90,"rgb(3,186,85)"
jmp 0x2b98,"rgb(146,63,69)"
je 0x2bc4,"rgb(21,23,245)"
jne 0x2bc0,"rgb(138,22,184)"
nop word,"rgb(222,53,215)"
je 0x2bb0,"rgb(45,245,106)"
jmp 0x2bdc,"rgb(211,169,235)"
jne 0x2bdc,"rgb(100,42,213)"
je 0x2bd0,"rgb(1,229,139)"
jne 0x2b44,"rgb(20,4,184)"
push 0x412145,"rgb(159,108,75)"
call 0xfb92,"rgb(118,127,200)"
cmp ebx,"rgb(116,134,163)"
ebx -1,"rgb(123,62,191)"
je 0x2d38,"rgb(157,42,116)"
call 0xfc58,"rgb(14,37,184)"
edx [ebp,"rgb(159,155,29)"
4] 3,"rgb(255,235,176)"
call 0x3640,"rgb(34,66,25)"
je 0x2cec,"rgb(83,104,63)"
je 0x2d15,"rgb(215,57,11)"
call 0x2e00,"rgb(57,242,114)"
4] 5,"rgb(122,64,17)"
4] 6,"rgb(218,122,44)"
4] 7,"rgb(122,111,39)"
je 0x2db6,"rgb(186,27,161)"
je 0x2ddf,"rgb(226,12,27)"
push 0x412195,"rgb(86,0,130)"
esp 0x30,"rgb(225,194,184)"
0x1c] esi,"rgb(184,229,154)"
je 0x2ebf,"rgb(238,142,215)"
0x3c] esi,"rgb(199,15,230)"
0x38] esi,"rgb(95,70,244)"
[esi] eax,"rgb(227,205,202)"
jmp 0x2ecb,"rgb(248,38,127)"
0x1c] eax,"rgb(247,46,224)"
push 0x414944,"rgb(5,79,31)"
call 0xfa77,"rgb(61,8,164)"
je 0x2f37,"rgb(30,85,104)"
0x2c] 0,"rgb(28,98,97)"
je 0x2f60,"rgb(191,224,241)"
esi -1,"rgb(196,166,103)"
je 0x3005,"rgb(62,235,43)"
call 0x3050,"rgb(30,126,116)"
je 0x2fd3,"rgb(88,167,152)"
je 0x2ffc,"rgb(234,113,221)"
jne 0x2f70,"rgb(19,66,118)"
push 0x41221d,"rgb(212,163,50)"
esp 0x58,"rgb(25,108,237)"
- 0x64],"rgb(37,121,71)"
0x64] eax,"rgb(5,31,102)"
- 0x60],"rgb(175,120,247)"
0x60] edi,"rgb(227,164,156)"
- 0x5c],"rgb(99,112,14)"
0x5c] eax,"rgb(142,218,25)"
jne 0x309e,"rgb(22,159,125)"
je 0x33d2,"rgb(19,48,4)"
jae 0x33d2,"rgb(28,148,193)"
0x40] 0,"rgb(248,106,89)"
0x30] xmm0,"rgb(22,39,148)"
0x3c] 0,"rgb(39,37,226)"
0x38] xmm0,"rgb(46,201,104)"
0x20] xmm0,"rgb(193,74,42)"
push 0x414948,"rgb(205,92,215)"
- 0x58],"rgb(176,153,171)"
- 0x48],"rgb(251,211,114)"
0x48] 0,"rgb(245,151,41)"
je 0x3152,"rgb(152,170,154)"
- 0x50],"rgb(51,252,244)"
je 0x317b,"rgb(129,196,184)"
cmovae edi,"rgb(17,237,100)"
0x5c] edi,"rgb(190,2,86)"
jae 0x332e,"rgb(216,182,119)"
0x58] 0,"rgb(159,86,34)"
- 0x54],"rgb(133,121,220)"
0x54] 0,"rgb(98,40,239)"
- 0x4c],"rgb(9,218,77)"
0x4c] 0,"rgb(52,249,197)"
- 0x44],"rgb(47,128,32)"
0x44] 0,"rgb(80,109,200)"
je 0x321e,"rgb(135,132,145)"
je 0x3247,"rgb(255,25,44)"
je 0x3315,"rgb(241,149,183)"
inc edi,"rgb(209,8,135)"
jae 0x3315,"rgb(32,92,188)"
4] 9,"rgb(173,90,185)"
4] 0xa,"rgb(207,113,61)"
je 0x32ec,"rgb(176,142,79)"
call 0x3a40,"rgb(189,255,220)"
je 0x3357,"rgb(81,19,227)"
je 0x3380,"rgb(245,179,206)"
je 0x33a9,"rgb(106,129,178)"
push 0x41227d,"rgb(131,190,67)"
esp 0x40,"rgb(47,135,24)"
0x48] edi,"rgb(119,51,4)"
+ esi*2],"rgb(115,246,60)"
0x4c] eax,"rgb(175,165,214)"
je 0x35c7,"rgb(129,249,18)"
mov al,"rgb(91,169,143)"
al byte,"rgb(85,14,47)"
ecx 7,"rgb(158,240,83)"
movsx edx,"rgb(148,246,21)"
edx al,"rgb(230,203,17)"
- 0x41],"rgb(44,136,41)"
0x41] al,"rgb(212,128,17)"
eax 7,"rgb(106,118,82)"
sar edx,"rgb(172,146,236)"
edx 3,"rgb(254,10,122)"
and edx,"rgb(91,177,22)"
edx 0x1f,"rgb(217,251,163)"
shl eax,"rgb(81,196,79)"
eax cl,"rgb(207,114,224)"
+ 0x414904],"rgb(56,241,122)"
0x414904] al,"rgb(253,232,114)"
je 0x34fe,"rgb(109,205,136)"
cbw,"rgb(15,34,153)"
movzx eax,"rgb(182,61,95)"
eax ax,"rgb(74,97,11)"
jmp 0x35bd,"rgb(120,124,40)"
eax byte,"rgb(196,190,180)"
push 0x41494c,"rgb(215,128,218)"
call 0x10407,"rgb(83,167,219)"
je 0x3594,"rgb(195,81,16)"
je 0x35bd,"rgb(155,52,4)"
jne 0x34c0,"rgb(225,2,19)"
je 0x35f0,"rgb(210,123,25)"
je 0x3619,"rgb(72,120,76)"
push 0x4122eb,"rgb(104,83,41)"
esp 0xb8,"rgb(12,43,137)"
esi edx,"rgb(207,14,131)"
- 0x68],"rgb(14,245,86)"
0x68] ecx,"rgb(62,57,56)"
ecx -1,"rgb(136,243,61)"
cmove ecx,"rgb(234,228,75)"
- 0x74],"rgb(196,187,138)"
0x74] edi,"rgb(152,255,71)"
jae 0x39d1,"rgb(24,227,251)"
0x2c] 0xf,"rgb(161,10,87)"
cmova eax,"rgb(147,145,94)"
call 0x3c60,"rgb(218,23,251)"
je 0x3905,"rgb(39,170,76)"
jae 0x3905,"rgb(197,108,155)"
mov cl,"rgb(68,33,250)"
cl byte,"rgb(114,76,143)"
cmp cl,"rgb(234,227,2)"
cl 0x25,"rgb(174,68,199)"
jne 0x38b7,"rgb(180,200,109)"
push 0x25,"rgb(81,174,137)"
jae 0x3758,"rgb(182,12,242)"
movsx ax,"rgb(253,24,5)"
ax byte,"rgb(71,209,212)"
+ eax,"rgb(32,241,217)"
eax +,"rgb(52,103,95)"
jae 0x3774,"rgb(154,149,74)"
0x24] 3,"rgb(48,231,12)"
jne 0x39f1,"rgb(241,133,46)"
call 0xf180,"rgb(215,136,146)"
cmp ax,"rgb(211,164,246)"
ax 0x41,"rgb(231,211,150)"
jb 0x37a6,"rgb(13,222,208)"
ax 0x46,"rgb(138,124,173)"
jbe 0x37ee,"rgb(89,42,91)"
ax 0x61,"rgb(90,38,231)"
jb 0x37c6,"rgb(116,87,224)"
ax 0x66,"rgb(228,160,128)"
ax 0x30,"rgb(239,231,193)"
jb 0x39f1,"rgb(68,23,66)"
ax 0x39,"rgb(102,164,67)"
ja 0x39f1,"rgb(81,100,184)"
push 0x414954,"rgb(30,104,248)"
call 0x10448,"rgb(107,139,252)"
ecx 0xff,"rgb(172,183,28)"
jae 0x3849,"rgb(247,176,204)"
edi 0x10,"rgb(120,66,61)"
0x30] eax,"rgb(0,123,44)"
edx] cl,"rgb(132,139,210)"
+ edx,"rgb(203,76,156)"
edx +,"rgb(53,207,227)"
1] 0,"rgb(238,252,209)"
jmp 0x385a,"rgb(215,217,85)"
- 0x6c],"rgb(43,69,22)"
0x6c] 0,"rgb(242,237,231)"
call 0x4250,"rgb(192,123,199)"
je 0x3887,"rgb(184,12,217)"
je 0x38b0,"rgb(254,141,84)"
jmp 0x38f6,"rgb(134,97,129)"
0x48] cl,"rgb(177,52,140)"
jae 0x38de,"rgb(22,181,50)"
jmp 0x38f1,"rgb(25,174,153)"
- 0x70],"rgb(128,157,69)"
0x70] 0,"rgb(12,189,111)"
jmp 0x36e0,"rgb(105,98,114)"
0x2c] 0x10,"rgb(22,94,20)"
0x60] xmm0,"rgb(96,95,233)"
0x50] xmm0,"rgb(223,194,197)"
je 0x3970,"rgb(175,71,113)"
je 0x3999,"rgb(15,210,236)"
edx 0x10,"rgb(240,24,251)"
jb 0x39d4,"rgb(14,164,54)"
inc edx,"rgb(247,62,178)"
jb 0x39c5,"rgb(6,159,74)"
jbe 0x39c5,"rgb(149,172,117)"
jmp 0x39d4,"rgb(42,79,247)"
push 0x41495c,"rgb(149,68,216)"
- 0xac],"rgb(224,205,97)"
- 0xc4],"rgb(141,191,134)"
call 0x2600,"rgb(91,179,37)"
- 0x94],"rgb(168,47,252)"
call 0x2740,"rgb(79,10,69)"
push 0x4171ec,"rgb(14,159,117)"
push 0x41234b,"rgb(46,25,0)"
0x10] ebx,"rgb(161,18,156)"
call 0x3f30,"rgb(130,246,213)"
jne 0x3a9e,"rgb(248,60,179)"
call 0xf7a3,"rgb(12,159,84)"
test ax,"rgb(172,33,115)"
ax ax,"rgb(140,177,82)"
jns 0x3b5c,"rgb(43,127,9)"
4] 0x3ffffff,"rgb(57,193,218)"
je 0x3b73,"rgb(80,219,53)"
esi [edi,"rgb(103,6,224)"
0x2c] esi,"rgb(238,207,201)"
4] ebx,"rgb(182,247,88)"
8] ebx,"rgb(64,115,8)"
test esi,"rgb(120,244,124)"
je 0x3bf4,"rgb(47,32,151)"
esi ebx,"rgb(170,53,194)"
je 0x3bb4,"rgb(12,27,173)"
jne 0x3b92,"rgb(183,101,244)"
eax 0xfffffff8,"rgb(202,28,134)"
jb 0x3bd6,"rgb(142,124,99)"
eax 0x23,"rgb(225,134,147)"
sub esi,"rgb(49,71,98)"
esi -4,"rgb(59,93,148)"
esi 0x1f,"rgb(66,80,100)"
ja 0x3bf7,"rgb(247,102,145)"
je 0x3c29,"rgb(43,72,109)"
je 0x3c59,"rgb(28,152,251)"
ja 0x3dde,"rgb(206,36,233)"
edx ebx,"rgb(194,74,143)"
je 0x3dde,"rgb(146,161,86)"
jae 0x3d96,"rgb(72,38,164)"
jb 0x3dec,"rgb(146,65,117)"
edi 0xf,"rgb(211,224,21)"
edi 0x7fffffff,"rgb(67,222,235)"
ja 0x3ce0,"rgb(13,100,136)"
ecx edx,"rgb(156,26,138)"
shr ecx,"rgb(156,186,117)"
ecx 1,"rgb(10,14,112)"
jb 0x3d09,"rgb(175,34,1)"
jbe 0x3df1,"rgb(65,118,135)"
jmp 0x3cea,"rgb(194,235,104)"
eax 0x80000023,"rgb(225,10,107)"
je 0x3de6,"rgb(54,231,130)"
jmp 0x3d1f,"rgb(169,234,38)"
je 0x3d1d,"rgb(59,36,207)"
jb 0x3d7b,"rgb(220,167,48)"
inc ecx,"rgb(2,53,199)"
jb 0x3d60,"rgb(189,5,137)"
ja 0x3de6,"rgb(105,8,15)"
[esi] ebx,"rgb(221,177,171)"
ebx 0x10,"rgb(223,143,214)"
jae 0x3ddd,"rgb(25,146,71)"
jb 0x3ddd,"rgb(39,5,164)"
jb 0x3dcc,"rgb(139,75,97)"
0x14] 0xf,"rgb(235,84,34)"
ecx 0x10,"rgb(135,186,215)"
jb 0x3e32,"rgb(160,155,205)"
jb 0x3e28,"rgb(200,180,255)"
ja 0x3e45,"rgb(59,199,240)"
je 0x3e71,"rgb(8,17,207)"
je 0x3e91,"rgb(90,80,161)"
esi edi,"rgb(224,46,17)"
je 0x3ed0,"rgb(117,108,99)"
jne 0x3eb0,"rgb(79,130,35)"
edx [eax*8],"rgb(135,2,149)"
jb 0x3f0c,"rgb(103,75,248)"
ja 0x3f1a,"rgb(182,238,22)"
[edi] esi,"rgb(149,153,170)"
jne 0x3f82,"rgb(161,182,183)"
jns 0x3f6e,"rgb(9,96,6)"
jmp 0x3f78,"rgb(42,67,106)"
je 0x3f53,"rgb(167,174,201)"
push 0x41238d,"rgb(92,194,170)"
0x40] eax,"rgb(19,54,5)"
sar eax,"rgb(118,245,43)"
0x24] eax,"rgb(214,205,197)"
0x38] ecx,"rgb(227,203,182)"
eax 0x1fffffff,"rgb(61,164,202)"
je 0x4228,"rgb(60,67,107)"
0x48] esi,"rgb(14,139,214)"
sar ecx,"rgb(205,71,76)"
ja 0x4223,"rgb(185,215,254)"
edi 0x1fffffff,"rgb(62,29,143)"
eax [edi*8],"rgb(179,230,89)"
0x34] edi,"rgb(186,110,152)"
jb 0x405b,"rgb(148,158,76)"
jbe 0x4223,"rgb(25,192,227)"
je 0x421d,"rgb(94,135,80)"
jmp 0x407d,"rgb(243,214,88)"
je 0x4075,"rgb(39,158,67)"
0x28] eax,"rgb(198,208,148)"
jmp 0x4080,"rgb(98,77,25)"
0x28] esi,"rgb(177,180,71)"
+ eax*8],"rgb(223,251,20)"
0x24] edi,"rgb(96,120,181)"
0x30] edi,"rgb(186,52,16)"
0x38] eax,"rgb(3,65,186)"
jne 0x4169,"rgb(209,218,238)"
0x20] esi,"rgb(146,224,203)"
je 0x418a,"rgb(77,71,95)"
0x44] esi,"rgb(118,242,77)"
0x40] esi,"rgb(223,33,204)"
add edi,"rgb(19,111,172)"
edi 8,"rgb(33,33,248)"
jmp 0x4110,"rgb(78,113,210)"
call 0x4470,"rgb(64,196,27)"
0x30] esi,"rgb(194,249,131)"
je 0x41e5,"rgb(16,21,161)"
je 0x41b9,"rgb(113,86,172)"
jne 0x4197,"rgb(2,62,228)"
and ecx,"rgb(192,42,126)"
ecx 0xfffffff8,"rgb(3,70,214)"
jb 0x41db,"rgb(49,16,77)"
ja 0x421d,"rgb(103,49,147)"
[ebx] eax,"rgb(162,213,209)"
+ ecx*8],"rgb(101,80,7)"
call 0x4460,"rgb(40,53,101)"
call 0x3ea0,"rgb(162,181,195)"
call 0x3ee0,"rgb(228,145,86)"
edx 0x7fffffff,"rgb(244,37,67)"
jb 0x4379,"rgb(241,137,147)"
esi 0xf,"rgb(153,17,237)"
8] edi,"rgb(163,87,254)"
jbe 0x42a9,"rgb(245,124,43)"
je 0x434e,"rgb(109,221,235)"
and edi,"rgb(104,142,21)"
edi 0xffffffe0,"rgb(153,226,4)"
jmp 0x42ef,"rgb(83,17,37)"
sub edx,"rgb(190,173,143)"
jbe 0x42ba,"rgb(202,141,12)"
esi 0x7fffffff,"rgb(167,251,137)"
jmp 0x4285,"rgb(98,179,45)"
jb 0x42d9,"rgb(65,76,252)"
jbe 0x437e,"rgb(186,81,21)"
jmp 0x428a,"rgb(213,223,212)"
test edx,"rgb(60,8,201)"
je 0x42ed,"rgb(2,97,80)"
xor edi,"rgb(38,98,179)"
8] 0x10,"rgb(161,0,185)"
jb 0x4354,"rgb(227,118,31)"
edx] al,"rgb(118,76,209)"
jb 0x4337,"rgb(96,95,105)"
ja 0x434e,"rgb(206,67,27)"
[ebx] edi,"rgb(206,4,123)"
call 0x4560,"rgb(88,39,213)"
jne 0x43f7,"rgb(229,217,44)"
jne 0x43d3,"rgb(113,2,181)"
je 0x43c7,"rgb(205,74,205)"
jne 0x43ee,"rgb(19,131,252)"
je 0x43e3,"rgb(109,248,3)"
[esi] esi,"rgb(69,64,54)"
jne 0x4454,"rgb(23,13,117)"
call 0x46e0,"rgb(77,42,193)"
je 0x4428,"rgb(140,114,248)"
push 0x4148f0,"rgb(251,116,42)"
push 0x4123cd,"rgb(253,46,72)"
esp 0x10,"rgb(215,209,220)"
0x1c] xmm0,"rgb(231,184,86)"
0x14] ecx,"rgb(49,229,66)"
je 0x4518,"rgb(203,186,237)"
[ecx] ecx,"rgb(100,12,117)"
[edi] ecx,"rgb(232,104,168)"
jne 0x44d0,"rgb(27,111,204)"
je 0x4552,"rgb(219,240,174)"
push 0x412441,"rgb(155,248,58)"
esp 0x24,"rgb(171,168,114)"
0x18] ecx,"rgb(147,74,189)"
0x14] edx,"rgb(86,217,39)"
jne 0x46a0,"rgb(176,202,237)"
edi [ecx,"rgb(127,146,242)"
esi [ebx,"rgb(73,235,44)"
0x28] ebx,"rgb(203,111,114)"
0x24] esi,"rgb(36,8,218)"
0x24] ecx,"rgb(143,95,166)"
0xc] al,"rgb(255,148,209)"
cmovne ecx,"rgb(140,196,123)"
call 0x3e50,"rgb(212,228,83)"
je 0x470c,"rgb(67,185,129)"
je 0x4735,"rgb(253,222,91)"
je 0x475e,"rgb(143,143,5)"
je 0x4787,"rgb(145,95,242)"
je 0x47c0,"rgb(136,156,137)"
jne 0x47a0,"rgb(214,192,206)"
je 0x47f2,"rgb(60,210,33)"
esp 0x128,"rgb(179,140,163)"
ptr [0x419714],"rgb(77,112,184)"
jne 0x4df0,"rgb(226,207,218)"
push 0x100,"rgb(55,48,235)"
- 0x11c],"rgb(209,153,251)"
0x11c] eax,"rgb(220,127,149)"
- 0x118],"rgb(57,64,214)"
0x118] eax,"rgb(227,33,170)"
- 0x114],"rgb(154,49,24)"
- 0x128],"rgb(145,7,254)"
0x128] 0x11c,"rgb(128,50,48)"
- 0x12],"rgb(41,41,253)"
0x12] ax,"rgb(158,96,21)"
push 0x20,"rgb(156,1,82)"
ptr [0x41406c],"rgb(243,30,44)"
push 0x23,"rgb(97,190,103)"
- 0x124],"rgb(161,236,249)"
0x124] 6,"rgb(87,57,11)"
- 0x120],"rgb(26,175,86)"
0x120] 4,"rgb(241,255,193)"
0x14] cx,"rgb(201,73,70)"
ptr [0x414070],"rgb(241,71,114)"
je 0x48bf,"rgb(37,124,248)"
eax 0x6d,"rgb(213,235,8)"
[0x419714] eax,"rgb(98,27,91)"
0x11c] 0,"rgb(72,239,12)"
0x118] 0,"rgb(179,82,103)"
0x120] 3,"rgb(72,248,156)"
je 0x4967,"rgb(50,32,31)"
eax 0x6b,"rgb(22,222,173)"
0x120] 2,"rgb(105,194,15)"
je 0x4a0f,"rgb(126,54,85)"
eax 0x6a,"rgb(117,203,19)"
0x120] 1,"rgb(231,151,165)"
je 0x4ab7,"rgb(110,221,237)"
eax 0x69,"rgb(31,26,152)"
0x120] 0,"rgb(196,51,48)"
je 0x4b5f,"rgb(114,139,212)"
eax 0x68,"rgb(162,193,82)"
0x124] 5,"rgb(221,1,32)"
je 0x4c07,"rgb(127,182,142)"
eax 0x67,"rgb(49,209,201)"
je 0x4caf,"rgb(20,9,132)"
eax 0x66,"rgb(56,29,174)"
je 0x4d57,"rgb(33,108,2)"
eax 0x65,"rgb(253,90,197)"
neg eax,"rgb(182,168,215)"
sbb eax,"rgb(173,236,15)"
eax 0x63,"rgb(94,42,119)"
[esi] 0x414978,"rgb(164,76,226)"
je 0x4e2a,"rgb(218,25,18)"
push 0x14,"rgb(237,190,24)"
[ecx] 0x414978,"rgb(107,222,54)"
[esi] 0x414a48,"rgb(72,160,27)"
push 0x412483,"rgb(113,215,68)"
esp 0x1c,"rgb(99,90,201)"
push 0x414990,"rgb(121,123,98)"
je 0x4fd6,"rgb(210,167,58)"
je 0x4fff,"rgb(182,118,196)"
[esi] 0x414a3c,"rgb(223,87,1)"
push 0x4124a0,"rgb(255,141,219)"
je 0x5056,"rgb(203,43,232)"
call 0x106f1,"rgb(42,69,206)"
call 0x105e5,"rgb(236,67,67)"
je 0x508c,"rgb(113,141,215)"
push 8,"rgb(201,225,67)"
push 0x4124c0,"rgb(108,139,166)"
4] -1,"rgb(171,26,222)"
[esi] 0x414a54,"rgb(251,79,46)"
je 0x5112,"rgb(175,197,47)"
call 0x106bf,"rgb(94,181,76)"
eax -1,"rgb(175,222,53)"
je 0x5104,"rgb(24,241,251)"
ptr [0x414110],"rgb(251,197,96)"
je 0x5142,"rgb(161,251,103)"
je 0x516b,"rgb(188,4,206)"
call 0x50a0,"rgb(199,64,133)"
je 0x51ac,"rgb(17,205,100)"
push 0x2c,"rgb(126,216,225)"
[ecx] 0x414980,"rgb(50,14,102)"
je 0x51d4,"rgb(183,13,103)"
[esi] 0x414980,"rgb(174,247,20)"
je 0x51fa,"rgb(110,137,66)"
je 0x520b,"rgb(244,101,249)"
je 0x522e,"rgb(229,148,86)"
push 0x412505,"rgb(100,232,146)"
esp 0x64,"rgb(182,70,133)"
0x54] eax,"rgb(226,107,37)"
0x48] xmm0,"rgb(217,178,78)"
je 0x54b2,"rgb(189,13,64)"
jne 0x548d,"rgb(10,58,183)"
eax 0x3e5,"rgb(190,203,113)"
jne 0x5460,"rgb(48,7,142)"
ptr [0x414078],"rgb(137,18,32)"
je 0x53ec,"rgb(84,20,57)"
ptr [0x414130],"rgb(54,240,7)"
je 0x53d8,"rgb(31,52,108)"
je 0x548d,"rgb(157,120,228)"
ptr [0x414134],"rgb(25,255,46)"
ptr [0x41412c],"rgb(138,129,4)"
jne 0x5392,"rgb(189,95,125)"
je 0x540f,"rgb(41,24,234)"
je 0x54e1,"rgb(200,188,175)"
jmp 0x5350,"rgb(221,125,187)"
ptr [0x414084],"rgb(102,190,6)"
push 0x4149d0,"rgb(76,253,159)"
call 0x4e90,"rgb(63,229,96)"
push 0x417248,"rgb(34,200,0)"
jmp 0x54ee,"rgb(110,15,142)"
push 0x4149e4,"rgb(183,54,214)"
push 0x4149b4,"rgb(138,48,50)"
call 0x4f20,"rgb(170,168,250)"
push 0x417284,"rgb(40,57,61)"
push 0x412555,"rgb(255,32,69)"
esp 0x60,"rgb(147,17,184)"
0x2c] xmm0,"rgb(242,77,30)"
je 0x570d,"rgb(18,92,217)"
jne 0x56e8,"rgb(3,205,170)"
jne 0x56bb,"rgb(153,192,54)"
je 0x566a,"rgb(216,32,178)"
je 0x573c,"rgb(143,222,255)"
jmp 0x5620,"rgb(162,75,19)"
jmp 0x5749,"rgb(204,137,217)"
push 0x412580,"rgb(26,32,183)"
je 0x57cb,"rgb(243,101,238)"
je 0x57bc,"rgb(7,59,201)"
push 0x4125bd,"rgb(159,37,37)"
esp 0x7c,"rgb(40,206,226)"
je 0x5956,"rgb(88,199,187)"
je 0x596c,"rgb(19,200,174)"
jne 0x58ce,"rgb(171,7,67)"
jne 0x58f3,"rgb(254,218,203)"
je 0x58bb,"rgb(221,148,133)"
jne 0x5876,"rgb(4,190,187)"
jmp 0x5956,"rgb(31,4,30)"
eax 0xe8,"rgb(199,142,112)"
je 0x593e,"rgb(72,152,154)"
eax 0xe9,"rgb(155,28,231)"
push 0x4149f0,"rgb(103,179,146)"
- 0x88],"rgb(234,92,244)"
jmp 0x5966,"rgb(224,60,132)"
8] 0xfffe00ff,"rgb(24,19,240)"
call 0x57f0,"rgb(77,164,50)"
8] 0x10000,"rgb(172,187,42)"
push 0x41260d,"rgb(96,146,74)"
esp 0x50,"rgb(232,136,34)"
call 0x52d0,"rgb(109,131,79)"
0x18] 0xfffe00ff,"rgb(176,158,51)"
jne 0x5b92,"rgb(184,83,87)"
0x14] 0x10000,"rgb(115,90,162)"
jne 0x5bc4,"rgb(79,195,82)"
- 1],"rgb(135,237,230)"
eax 0x7ffffffd,"rgb(162,233,221)"
ja 0x5b74,"rgb(112,189,226)"
call 0x11221,"rgb(104,24,106)"
esi] 0,"rgb(102,36,197)"
je 0x5b51,"rgb(3,222,199)"
je 0x5b6b,"rgb(92,197,21)"
push 0x414a04,"rgb(227,48,207)"
push 0x414a1c,"rgb(65,229,44)"
call 0x55a0,"rgb(174,167,41)"
jne 0x5d52,"rgb(175,0,53)"
jne 0x5d84,"rgb(132,212,186)"
ja 0x5d34,"rgb(229,20,216)"
je 0x5d11,"rgb(211,97,159)"
je 0x5d2b,"rgb(226,58,241)"
push 0x412655,"rgb(216,248,156)"
esp 0x54,"rgb(135,16,97)"
[eax] 0,"rgb(80,30,35)"
jne 0x5ef5,"rgb(241,61,230)"
0x3c] xmm0,"rgb(51,201,200)"
0x3c] 0x414978,"rgb(159,48,104)"
0x34] eax,"rgb(49,108,57)"
0x28] 0x414978,"rgb(157,150,16)"
jmp 0x5e00,"rgb(5,243,80)"
call 0x5760,"rgb(39,8,179)"
eax 0x405ef5,"rgb(69,12,220)"
call 0x5230,"rgb(211,110,238)"
call 0x6280,"rgb(231,172,45)"
je 0x5f5c,"rgb(137,147,145)"
push 0x4126cd,"rgb(62,41,114)"
je 0x61f1,"rgb(214,44,47)"
0x24] xmm0,"rgb(239,129,144)"
call 0x10820,"rgb(64,15,69)"
0x68] eax,"rgb(81,46,227)"
0x24] 0x414980,"rgb(223,210,14)"
0x64] 0,"rgb(229,216,253)"
0x60] 0,"rgb(255,126,82)"
0x5c] 0,"rgb(106,194,88)"
call 0xfbe0,"rgb(185,172,2)"
push 0x1000,"rgb(72,156,138)"
push 0xff,"rgb(165,72,31)"
push 0x40000003,"rgb(230,148,137)"
ptr [0x414074],"rgb(138,83,139)"
+ 0x3c],"rgb(66,58,78)"
0x3c] eax,"rgb(108,224,211)"
je 0x60a4,"rgb(91,109,14)"
je 0x60cd,"rgb(137,142,18)"
0x3c] -1,"rgb(207,119,169)"
je 0x61bc,"rgb(201,80,56)"
push 0x414a34,"rgb(37,162,62)"
push 0x100000,"rgb(64,86,223)"
ptr [0x414080],"rgb(34,173,134)"
edi 0x217,"rgb(155,20,57)"
je 0x6226,"rgb(22,244,133)"
edi 0x3e5,"rgb(79,225,137)"
jne 0x623d,"rgb(31,16,101)"
je 0x615d,"rgb(148,174,213)"
jne 0x617d,"rgb(48,39,149)"
jmp 0x6180,"rgb(160,17,158)"
je 0x6000,"rgb(243,117,194)"
je 0x6199,"rgb(107,89,156)"
call esi,"rgb(128,218,139)"
[esi] 0x414988,"rgb(176,229,139)"
je 0x629e,"rgb(180,49,86)"
je 0x62bc,"rgb(24,188,146)"
je 0x62e5,"rgb(66,93,202)"
je 0x630e,"rgb(21,20,134)"
je 0x6337,"rgb(85,148,178)"
je 0x6360,"rgb(156,150,133)"
je 0x637d,"rgb(223,55,192)"
4] edi,"rgb(161,172,34)"
je 0x63db,"rgb(30,121,101)"
[edx] esi,"rgb(64,95,5)"
jbe 0x63c8,"rgb(203,242,56)"
ebx [edx,"rgb(75,95,99)"
je 0x63bf,"rgb(133,101,122)"
inc esi,"rgb(252,223,238)"
add ebx,"rgb(24,198,28)"
ebx 0xc,"rgb(120,217,204)"
jb 0x63a0,"rgb(60,89,25)"
